Contig,Gene,site_pos,Species,Peak number,SNV position (genome),Gene product,GO annotation,Pathway,iLDS,Data type
FP929032,717959.3.peg.2435,977246,Alistipes_shahii_62199,2,977246,hypothetical protein,,,0.303675197,QP metagenomes
FP929032,717959.3.peg.2435,977242,Alistipes_shahii_62199,2,977242,hypothetical protein,,,0.288300429,QP metagenomes
FP929032,717959.3.peg.2435,977178,Alistipes_shahii_62199,2,977178,hypothetical protein,,,0.384087481,QP metagenomes
FP929032,717959.3.peg.2434,976602,Alistipes_shahii_62199,2,976602,alpha-L-fucosidase (EC 3.2.1.51),GO:0004560|alpha-L-fucosidase activity,,0.31009441,QP metagenomes
FP929032,717959.3.peg.3037,1544552,Alistipes_shahii_62199,3,1544552,hypothetical protein,,,0.137662123,QP metagenomes
FP929032,717959.3.peg.3037,1544580,Alistipes_shahii_62199,3,1544580,hypothetical protein,,,0.180626363,QP metagenomes
FP929032,717959.3.peg.337,2138276,Alistipes_shahii_62199,4,2138276,hypothetical protein,,,0.165291114,QP metagenomes
FP929032,717959.3.peg.337,2138170,Alistipes_shahii_62199,4,2138170,hypothetical protein,,,0.196807868,QP metagenomes
FP929032,717959.3.peg.337,2138183,Alistipes_shahii_62199,4,2138183,hypothetical protein,,,0.218900561,QP metagenomes
FP929032,717959.3.peg.336,2137992,Alistipes_shahii_62199,4,2137992,probable uroporphyrin-III c-methyltransferase (EC 2.1.1.107),,00860|Porphyrin and chlorophyll metabolism,0.113662534,QP metagenomes
FP929032,717959.3.peg.1162,3052096,Alistipes_shahii_62199,5,3052096,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",,,0.528029035,QP metagenomes
FP929032,717959.3.peg.1163,3052551,Alistipes_shahii_62199,5,3052551,"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",,,1.682918892,QP metagenomes
FP929032,717959.3.peg.1162,3052269,Alistipes_shahii_62199,5,3052269,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",,,1.130381593,QP metagenomes
NZ_AAVM02000001,411901.7.peg.1008,1217586,Bacteroides_caccae_53434,1,1217586,Transcription accessory protein (S1 RNA-binding domain),,,0.13190167,QP metagenomes
NZ_AAVM02000001,411901.7.peg.1007,1216702,Bacteroides_caccae_53434,1,1216702,Two-component system sensor histidine kinase,,,0.134116757,QP metagenomes
NZ_AAVM02000001,411901.7.peg.1008,1217455,Bacteroides_caccae_53434,1,1217455,Transcription accessory protein (S1 RNA-binding domain),,,0.143279592,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1655,226657,Bacteroides_caccae_53434,2,2065281,Putative anti-sigma factor,,,0.136211212,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1655,226937,Bacteroides_caccae_53434,2,2065561,Putative anti-sigma factor,,,0.176384434,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1655,226940,Bacteroides_caccae_53434,2,2065564,Putative anti-sigma factor,,,0.239010395,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1656,227387,Bacteroides_caccae_53434,2,2066011,"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",,,0.24369802,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1656,227548,Bacteroides_caccae_53434,2,2066172,"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",,,0.290493596,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1656,228928,Bacteroides_caccae_53434,2,2067552,"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",,,0.210488892,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1656,229330,Bacteroides_caccae_53434,2,2067954,"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",,,0.218835292,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1656,229659,Bacteroides_caccae_53434,2,2068283,"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",,,0.231822708,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1656,230249,Bacteroides_caccae_53434,2,2068873,"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",,,0.157284291,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1657,230693,Bacteroides_caccae_53434,2,2069317,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",,,0.190967183,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1657,230764,Bacteroides_caccae_53434,2,2069388,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",,,0.231048747,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1657,230765,Bacteroides_caccae_53434,2,2069389,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",,,0.205264189,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1657,230856,Bacteroides_caccae_53434,2,2069480,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",,,0.169007516,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1657,231376,Bacteroides_caccae_53434,2,2070000,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",,,0.221247916,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1657,231536,Bacteroides_caccae_53434,2,2070160,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",,,0.237935646,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1657,231680,Bacteroides_caccae_53434,2,2070304,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",,,0.208176738,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1657,232084,Bacteroides_caccae_53434,2,2070708,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",,,0.214658562,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1657,232223,Bacteroides_caccae_53434,2,2070847,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",,,0.195100786,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1658,232490,Bacteroides_caccae_53434,2,2071114,hypothetical protein,,,0.211240548,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1658,233007,Bacteroides_caccae_53434,2,2071631,hypothetical protein,,,0.200023635,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1658,233008,Bacteroides_caccae_53434,2,2071632,hypothetical protein,,,0.169904574,QP metagenomes
NZ_AAVM02000003,411901.7.peg.1658,233099,Bacteroides_caccae_53434,2,2071723,hypothetical protein,,,0.146495925,QP metagenomes
NZ_AAVM02000006,411901.7.peg.2628,139459,Bacteroides_caccae_53434,3,3279328,Integrase,,,0.082925917,QP metagenomes
NZ_AAVM02000006,411901.7.peg.2628,139460,Bacteroides_caccae_53434,3,3279329,Integrase,,,0.080515862,QP metagenomes
NZ_EQ973488,537012.5.peg.524,77705,Bacteroides_cellulosilyticus_58046,1,385372,hypothetical protein,,,0.102527829,QP metagenomes
NZ_EQ973488,537012.5.peg.503,57168,Bacteroides_cellulosilyticus_58046,1,364835,Integral membrane protein,,,0.129270322,QP metagenomes
NZ_EQ973488,537012.5.peg.435,337366,Bacteroides_cellulosilyticus_58046,2,645033,hypothetical protein,,,0.061305655,QP metagenomes
NZ_EQ973488,537012.5.peg.438,339935,Bacteroides_cellulosilyticus_58046,2,647602,hypothetical protein,,,0.073862421,QP metagenomes
NZ_EQ973488,537012.5.peg.435,337407,Bacteroides_cellulosilyticus_58046,2,645074,hypothetical protein,,,0.060289006,QP metagenomes
NZ_EQ973488,537012.5.peg.435,337912,Bacteroides_cellulosilyticus_58046,2,645579,hypothetical protein,,,0.059621116,QP metagenomes
NZ_EQ973488,537012.5.peg.437,339275,Bacteroides_cellulosilyticus_58046,2,646942,hypothetical protein,,,0.077408844,QP metagenomes
NZ_EQ973488,537012.5.peg.437,339052,Bacteroides_cellulosilyticus_58046,2,646719,hypothetical protein,,,0.093534471,QP metagenomes
NZ_EQ973490,537012.5.peg.2463,130457,Bacteroides_cellulosilyticus_58046,3,1439538,alpha-xylosidase (EC 3.2.1.177),GO:0061634|alpha-D-xyloside xylohydrolase,,0.052520609,QP metagenomes
NZ_EQ973490,537012.5.peg.2128,95905,Bacteroides_cellulosilyticus_58046,3,1404986,Argininosuccinate lyase (EC 4.3.2.1),GO:0004056|argininosuccinate lyase activity,"00250|Alanine, aspartate and glutamate metabolism;00330|Arginine and proline metabolism",0.053472002,QP metagenomes
NZ_EQ973490,537012.5.peg.2134,100528,Bacteroides_cellulosilyticus_58046,3,1409609,hypothetical protein,,,0.067843621,QP metagenomes
NZ_EQ973490,537012.5.peg.2128,95937,Bacteroides_cellulosilyticus_58046,3,1405018,Argininosuccinate lyase (EC 4.3.2.1),GO:0004056|argininosuccinate lyase activity,"00250|Alanine, aspartate and glutamate metabolism;00330|Arginine and proline metabolism",0.05652956,QP metagenomes
NZ_EQ973490,537012.5.peg.2462,129387,Bacteroides_cellulosilyticus_58046,3,1438468,"Arabinan endo-1,5-alpha-L-arabinosidase A",,,0.077279691,QP metagenomes
NZ_EQ973490,537012.5.peg.2463,130352,Bacteroides_cellulosilyticus_58046,3,1439433,alpha-xylosidase (EC 3.2.1.177),GO:0061634|alpha-D-xyloside xylohydrolase,,0.046436775,QP metagenomes
NZ_EQ973490,537012.5.peg.2463,131074,Bacteroides_cellulosilyticus_58046,3,1440155,alpha-xylosidase (EC 3.2.1.177),GO:0061634|alpha-D-xyloside xylohydrolase,,0.058018714,QP metagenomes
NZ_EQ973490,537012.5.peg.2275,110613,Bacteroides_cellulosilyticus_58046,3,1419694,O-Glycosyl hydrolase family 30,,,0.055354229,QP metagenomes
NZ_EQ973490,537012.5.peg.1460,799922,Bacteroides_cellulosilyticus_58046,4,2109003,Two-component system sensor histidine kinase,,,0.16421986,QP metagenomes
NZ_EQ973490,537012.5.peg.1458,795416,Bacteroides_cellulosilyticus_58046,4,2104497,DNA polymerase III subunits gamma and tau (EC 2.7.7.7),GO:0003887|DNA-directed DNA polymerase activity,00230|Purine metabolism;00240|Pyrimidine metabolism,0.083276058,QP metagenomes
NZ_EQ973490,537012.5.peg.1458,795411,Bacteroides_cellulosilyticus_58046,4,2104492,DNA polymerase III subunits gamma and tau (EC 2.7.7.7),GO:0003887|DNA-directed DNA polymerase activity,00230|Purine metabolism;00240|Pyrimidine metabolism,0.097606972,QP metagenomes
NZ_EQ973490,537012.5.peg.1478,825211,Bacteroides_cellulosilyticus_58046,4,2134292,hypothetical protein,,,0.067278379,QP metagenomes
NZ_EQ973490,537012.5.peg.1507,876022,Bacteroides_cellulosilyticus_58046,4,2185103,hypothetical protein,,,0.072704681,QP metagenomes
NZ_EQ973490,537012.5.peg.1482,834317,Bacteroides_cellulosilyticus_58046,4,2143398,FIG01423360: glycoside hydrolase,,,0.076967355,QP metagenomes
NZ_EQ973490,537012.5.peg.1473,815836,Bacteroides_cellulosilyticus_58046,4,2124917,FIG00938305: hypothetical protein,,,0.13358292,QP metagenomes
NZ_EQ973490,537012.5.peg.1465,803720,Bacteroides_cellulosilyticus_58046,4,2112801,Lipopolysaccharide export system permease protein LptF / Domain of unknown function,,,0.167867038,QP metagenomes
NZ_EQ973490,537012.5.peg.1479,827027,Bacteroides_cellulosilyticus_58046,4,2136108,Maltodextrin glucosidase (EC 3.2.1.20),GO:0004558|alpha-glucosidase activity,00052|Galactose metabolism;00500|Starch and sucrose metabolism,0.062020952,QP metagenomes
NZ_EQ973490,537012.5.peg.1507,872948,Bacteroides_cellulosilyticus_58046,4,2182029,hypothetical protein,,,0.079724647,QP metagenomes
NZ_EQ973490,537012.5.peg.1507,875995,Bacteroides_cellulosilyticus_58046,4,2185076,hypothetical protein,,,0.075518266,QP metagenomes
NZ_EQ973490,537012.5.peg.1460,799524,Bacteroides_cellulosilyticus_58046,4,2108605,Two-component system sensor histidine kinase,,,0.133609504,QP metagenomes
NZ_EQ973490,537012.5.peg.1459,797677,Bacteroides_cellulosilyticus_58046,4,2106758,Two-component system sensor histidine kinase,,,0.119180787,QP metagenomes
NZ_EQ973490,537012.5.peg.1507,876096,Bacteroides_cellulosilyticus_58046,4,2185177,hypothetical protein,,,0.078450072,QP metagenomes
NZ_EQ973490,537012.5.peg.1483,835812,Bacteroides_cellulosilyticus_58046,4,2144893,hypothetical protein,,,0.076460809,QP metagenomes
NZ_EQ973490,537012.5.peg.1460,798097,Bacteroides_cellulosilyticus_58046,4,2107178,Two-component system sensor histidine kinase,,,0.098361265,QP metagenomes
NZ_EQ973490,537012.5.peg.1459,797104,Bacteroides_cellulosilyticus_58046,4,2106185,Two-component system sensor histidine kinase,,,0.092141831,QP metagenomes
NZ_EQ973490,537012.5.peg.1507,876139,Bacteroides_cellulosilyticus_58046,4,2185220,hypothetical protein,,,0.061434693,QP metagenomes
NZ_EQ973490,537012.5.peg.1458,795341,Bacteroides_cellulosilyticus_58046,4,2104422,DNA polymerase III subunits gamma and tau (EC 2.7.7.7),GO:0003887|DNA-directed DNA polymerase activity,00230|Purine metabolism;00240|Pyrimidine metabolism,0.07236747,QP metagenomes
NZ_EQ973490,537012.5.peg.1488,846188,Bacteroides_cellulosilyticus_58046,4,2155269,"Endo-1,4-beta-xylanase D",,,0.05860151,QP metagenomes
NZ_EQ973490,537012.5.peg.1458,794927,Bacteroides_cellulosilyticus_58046,4,2104008,DNA polymerase III subunits gamma and tau (EC 2.7.7.7),GO:0003887|DNA-directed DNA polymerase activity,00230|Purine metabolism;00240|Pyrimidine metabolism,0.071837463,QP metagenomes
NZ_EQ973490,537012.5.peg.1479,827837,Bacteroides_cellulosilyticus_58046,4,2136918,Maltodextrin glucosidase (EC 3.2.1.20),GO:0004558|alpha-glucosidase activity,00052|Galactose metabolism;00500|Starch and sucrose metabolism,0.065629027,QP metagenomes
NZ_EQ973490,537012.5.peg.1460,799884,Bacteroides_cellulosilyticus_58046,4,2108965,Two-component system sensor histidine kinase,,,0.147949705,QP metagenomes
NZ_EQ973490,537012.5.peg.1506,869727,Bacteroides_cellulosilyticus_58046,4,2178808,hypothetical protein,,,0.082322881,QP metagenomes
NZ_EQ973490,537012.5.peg.1460,799765,Bacteroides_cellulosilyticus_58046,4,2108846,Two-component system sensor histidine kinase,,,0.138620365,QP metagenomes
NZ_EQ973490,537012.5.peg.1460,799260,Bacteroides_cellulosilyticus_58046,4,2108341,Two-component system sensor histidine kinase,,,0.115911382,QP metagenomes
NZ_EQ973490,537012.5.peg.1482,834431,Bacteroides_cellulosilyticus_58046,4,2143512,FIG01423360: glycoside hydrolase,,,0.071865186,QP metagenomes
NZ_EQ973490,537012.5.peg.1661,1089887,Bacteroides_cellulosilyticus_58046,5,2398968,Dipeptidyl peptidase IV in 4-hydroxyproline catabolic gene cluster,,,0.087150547,QP metagenomes
NZ_EQ973490,537012.5.peg.1659,1084917,Bacteroides_cellulosilyticus_58046,5,2393998,hypothetical protein,,,0.055478425,QP metagenomes
NZ_EQ973490,537012.5.peg.1660,1089295,Bacteroides_cellulosilyticus_58046,5,2398376,Putative glycosyl hydrolase of unknown function (DUF1680),,,0.066605757,QP metagenomes
NZ_EQ973490,537012.5.peg.1664,1095799,Bacteroides_cellulosilyticus_58046,5,2404880,"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",,,0.068895778,QP metagenomes
NZ_EQ973490,537012.5.peg.1664,1095715,Bacteroides_cellulosilyticus_58046,5,2404796,"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",,,0.0871027,QP metagenomes
NZ_EQ973490,537012.5.peg.1660,1088696,Bacteroides_cellulosilyticus_58046,5,2397777,Putative glycosyl hydrolase of unknown function (DUF1680),,,0.067424902,QP metagenomes
NZ_EQ973490,537012.5.peg.1924,1460213,Bacteroides_cellulosilyticus_58046,6,2769294,Two-component system sensor histidine kinase,,,0.054655356,QP metagenomes
NZ_EQ973490,537012.5.peg.1924,1458492,Bacteroides_cellulosilyticus_58046,6,2767573,Two-component system sensor histidine kinase,,,0.06826292,QP metagenomes
NZ_EQ973490,537012.5.peg.1977,1532725,Bacteroides_cellulosilyticus_58046,7,2841806,hypothetical protein,,,0.040739442,QP metagenomes
NZ_EQ973490,537012.5.peg.1977,1533603,Bacteroides_cellulosilyticus_58046,7,2842684,hypothetical protein,,,0.040825323,QP metagenomes
NZ_EQ973490,537012.5.peg.2090,1697673,Bacteroides_cellulosilyticus_58046,8,3006754,Beta-mannosidase (EC 3.2.1.25),,,0.093478503,QP metagenomes
NZ_EQ973490,537012.5.peg.2093,1700634,Bacteroides_cellulosilyticus_58046,8,3009715,hypothetical protein,,,0.076740044,QP metagenomes
NZ_EQ973491,537012.5.peg.2790,386554,Bacteroides_cellulosilyticus_58046,9,3873830,DNA helicase,,,0.074419012,QP metagenomes
NZ_EQ973491,537012.5.peg.2785,379489,Bacteroides_cellulosilyticus_58046,9,3866765,hypothetical protein,,,0.070268138,QP metagenomes
NZ_EQ973491,537012.5.peg.2790,386578,Bacteroides_cellulosilyticus_58046,9,3873854,DNA helicase,,,0.083929748,QP metagenomes
NZ_EQ973491,537012.5.peg.3024,694789,Bacteroides_cellulosilyticus_58046,10,4182065,"Alpha-1,2-mannosidase",,,0.054473011,QP metagenomes
NZ_EQ973491,537012.5.peg.3023,691826,Bacteroides_cellulosilyticus_58046,10,4179102,Phosphoglycolate phosphatase (EC 3.1.3.18),,00630|Glyoxylate and dicarboxylate metabolism,0.042585899,QP metagenomes
NZ_EQ973491,537012.5.peg.3023,692012,Bacteroides_cellulosilyticus_58046,10,4179288,Phosphoglycolate phosphatase (EC 3.1.3.18),,00630|Glyoxylate and dicarboxylate metabolism,0.051852931,QP metagenomes
NZ_EQ973491,537012.5.peg.3023,691981,Bacteroides_cellulosilyticus_58046,10,4179257,Phosphoglycolate phosphatase (EC 3.1.3.18),,00630|Glyoxylate and dicarboxylate metabolism,0.048486226,QP metagenomes
NZ_EQ973491,537012.5.peg.3023,692246,Bacteroides_cellulosilyticus_58046,10,4179522,Phosphoglycolate phosphatase (EC 3.1.3.18),,00630|Glyoxylate and dicarboxylate metabolism,0.05631112,QP metagenomes
NZ_EQ973491,537012.5.peg.3024,694819,Bacteroides_cellulosilyticus_58046,10,4182095,"Alpha-1,2-mannosidase",,,0.058911111,QP metagenomes
NZ_EQ973491,537012.5.peg.3420,1195377,Bacteroides_cellulosilyticus_58046,11,4682653,hypothetical protein,,,0.050042567,QP metagenomes
NZ_EQ973491,537012.5.peg.3421,1196540,Bacteroides_cellulosilyticus_58046,11,4683816,tRNA-(cytosine32)-2-thiocytidine synthetase TtcA,,,0.046953664,QP metagenomes
NZ_DS990119,484018.6.peg.296,84537,Bacteroides_plebeius_61623,1,376004,Aerotolerance protein BatD,,,0.07605788,QP metagenomes
NZ_DS990119,484018.6.peg.296,84636,Bacteroides_plebeius_61623,1,376103,Aerotolerance protein BatD,,,0.097421272,QP metagenomes
NZ_DS990119,484018.6.peg.296,85019,Bacteroides_plebeius_61623,1,376486,Aerotolerance protein BatD,,,0.109540826,QP metagenomes
NZ_DS990119,484018.6.peg.296,85412,Bacteroides_plebeius_61623,1,376879,Aerotolerance protein BatD,,,0.082876221,QP metagenomes
NZ_DS990119,484018.6.peg.297,86162,Bacteroides_plebeius_61623,1,377629,Aerotolerance protein BatE,,,0.116592349,QP metagenomes
NZ_DS990119,484018.6.peg.407,212657,Bacteroides_plebeius_61623,2,504124,hypothetical protein,,,0.101329464,QP metagenomes
NZ_DS990119,484018.6.peg.416,220406,Bacteroides_plebeius_61623,2,511873,Aminopeptidase,,,0.106729474,QP metagenomes
